Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410476446151733,0.8452737853213541,0.764033683773667,0.787983285753196,535796800
2000-01-04,0.7701389193534851,0.8311859281763898,0.760277188548358,0.8133415483167534,512377600
2000-01-05,0.7814083099365234,0.8307161497926744,0.7738952449989079,0.7795300311625384,778321600
2000-01-06,0.7137867212295532,0.8039494455671679,0.7137867212295532,0.7973754930122156,767972800
2000-01-07,0.7475979924201965,0.7588684699341154,0.7175440712136556,0.7250571377090287,460734400
2000-01-10,0.7344494462013245,0.7682599331141596,0.711908586570413,0.7663816535407814,505064000
2000-01-11,0.6968815326690674,0.7466589713049819,0.6799763158671408,0.7208311373670201,441548800
2000-01-12,0.6550875306129456,0.7175440887368421,0.6499214226352515,0.7137866776265365,976068800
2000-01-13,0.7269353270530701,0.7419623119156469,0.6950031284252991,0.7099122913658482,1032684800
2000-01-14,0.7546413540840149,0.7682595896593242,0.7466587070846046,0.7513543788396504,390376000
2000-01-18,0.7809388041496277,0.7964361720043117,0.7546413956788861,0.7588683381354105,459177600
2000-01-19,0.8006624579429626,0.8170981416308477,0.7767128545319978,0.7936181205838215,597643200
2000-01-20,0.8527876138687134,0.9128954505823292,0.8527876138687134,0.8678145479679523,1831132800
2000-01-21,0.8363518714904785,0.8584223891062246,0.8278988387162247,0.8584223891062246,495924800
2000-01-24,0.7983145117759705,0.847151922079192,0.7898614287509246,0.8147501425330667,440876800
2000-01-25,0.8433953523635864,0.8499702064747499,0.7691996470275655,0.7889223033445454,497145600
2000-01-26,0.8278989195823669,0.8579528906283385,0.8246119937791659,0.8264902227643282,367158400
2000-01-27,0.8264904022216797,0.8490313117463479,0.8039495428553566,0.8175677843589226,340144000
2000-01-28,0.7635641694068909,0.8330642673193402,0.7560511021558296,0.8128720746044017,423348800
2000-01-31,0.7795302271842957,0.780469391886614,0.7100301833542677,0.7588685034166178,701680000
2000-02-01,0.7532328367233276,0.7889224508112451,0.7513546075761746,0.7814085310558608,318035200
2000-02-02,0.7424318790435791,0.7673205933819264,0.7288135912155183,0.756990133995379,464195200
2000-02-03,0.7762433886528015,0.7832877266138488,0.7532328978452357,0.7537024802492981,475193600
2000-02-04,0.8114631772041321,0.8264901105281474,0.7785909642944001,0.7809388254445181,425320000
2000-02-07,0.8570137023925781,0.8584224493301827,0.7959666976463897,0.8114632650683706,441067200
2000-02-08,0.8631191849708557,0.8725104322430638,0.8358826016743236,0.8565443287767457,408643200
2000-02-09,0.8462128639221191,0.880024197107524,0.8448042172074587,0.8574833417561449,299364800
2000-02-10,0.8527876138687134,0.8556050072675393,0.8264901531658999,0.8480918913262301,302982400
2000-02-11,0.8170981407165527,0.8574833776118751,0.8133415821259233,0.8537268190212456,212251200
2000-02-14,0.8701624274253845,0.8706320097481809,0.8161589053954462,0.8213241604712045,367539200
2000-02-15,0.8941122889518738,0.9011566277439442,0.8654670567079847,0.8659366391674439,485744000
2000-02-16,0.8574833869934082,0.8875381633308296,0.8424564502497475,0.8847199669027801,378246400
2000-02-17,0.8631191849708557,0.8678148086069597,0.8499704757495381,0.8654669967889077,289497600
2000-02-18,0.8358823657035828,0.8668753990329461,0.8330641195623101,0.8612406121336531,233441600
2000-02-22,0.8551353812217712,0.8786153971658855,0.801601398300471,0.8274292753956798,422296000
2000-02-23,0.873449444770813,0.8941120711199664,0.8340033239861085,0.850791620117707,473099200
2000-02-24,0.8655837774276733,0.8950511968601172,0.8396389276465603,0.8814329081794546,376432000
2000-02-25,0.8293076753616333,0.8790851609408734,0.8274294462429348,0.8626494774313223,249144000
2000-02-28,0.8509093523025513,0.8640580586190366,0.8142806771340071,0.8274293834504923,328328000
2000-02-29,0.8612407445907593,0.8809634046215473,0.8457434230093253,0.8532572424584008,368961600
2000-03-01,0.9791088104248047,0.9922575190704145,0.890355628967053,0.8908252113734411,1077003200
2000-03-02,0.9166532754898071,0.9612647187364006,0.9067915409060605,0.9542211815125424,311259200
2000-03-03,0.9617335200309753,0.9634948795942647,0.9016256954216089,0.9382535076136195,323366400
2000-03-06,0.944358766078949,0.9701865888017006,0.9391926598245502,0.9467065766886416,210560000
2000-03-07,0.9232266545295715,0.9575075618270849,0.9100779507944272,0.9499936442308798,273011200
2000-03-08,0.9166532754898071,0.9312107349950295,0.890825434146093,0.9232272301898466,271230400
2000-03-09,0.9185311198234558,0.9391928402613172,0.8884771519760092,0.9081998081795647,276718400
2000-03-10,0.9448282718658447,0.9612639479710976,0.9091386242385188,0.9143047300751886,248606400
2000-03-13,0.9114866852760315,0.9504632137282648,0.8978683994923157,0.9175918560973847,303956800
2000-03-14,0.8584222197532654,0.9335578775811672,0.8565438910054672,0.910782188506044,428579200
2000-03-15,0.873449444770813,0.9035042196044328,0.85748334408892,0.8687538219536071,443609600
2000-03-16,0.9133653044700623,0.9166530836657499,0.8603008853157413,0.8814330976324433,378100800
2000-03-17,0.9391928911209106,0.9391928911209108,0.8988076094426111,0.902565070383205,305043200
2000-03-20,0.924166202545166,0.9485852912259473,0.9194704786027673,0.927923564169267,204489600
2000-03-21,1.013859510421753,1.0274777038097656,0.9138358301435531,0.9208793669780198,524328000
2000-03-22,1.0833593606948853,1.0847689105072797,0.9885010020334201,0.997658411087895,567996800
2000-03-23,1.061758041381836,1.1298493718025364,1.0518963128158876,1.0669232453585222,562564800
2000-03-24,1.0420348644256592,1.0814809867622779,1.018085261035552,1.0702105084541806,446913600
2000-03-27,1.0486098527908325,1.087586401438434,1.0284168034981778,1.0340524953315353,279182400
2000-03-28,1.0453224182128906,1.066923302602995,1.0302945820141085,1.031233746539041,202966400
2000-03-29,1.0213730335235596,1.0476704482531158,1.0055239015558726,1.0472009662091464,239836800
2000-03-30,0.9448282718658447,1.0345212708650422,0.9424803611293645,1.0035274447106766,414400000
2000-03-31,1.0204341411590576,1.031234136008025,0.9467070898741237,0.9575079875733279,404633600
2000-04-03,1.0016496181488037,1.0481400797315041,0.9725348082076778,1.01808530249163,328563200
2000-04-04,0.9565684795379639,0.9993015697148233,0.8772066680785929,0.9964841764033288,660329600
2000-04-05,0.9795789122581482,0.9983624037184567,0.931679815266145,0.9502284654327877,457665600
2000-04-06,0.9406024813652039,1.0105721532531853,0.9260442256053921,0.9814573471169121,259627200
2000-04-07,0.9899095296859741,0.990848594013521,0.9429502943085608,0.9560990005942379,242435200
2000-04-10,0.9391928911209106,0.9974234037171219,0.9373146622339303,0.9894399027016563,212262400
2000-04-11,0.8973989486694336,0.938253711686102,0.8870676366294058,0.9279233024960297,541822400
2000-04-12,0.8208547830581665,0.8941122519350126,0.7879834605150862,0.8941122519350126,941136000
2000-04-13,0.8551353812217712,0.9016258308481155,0.8152196851617382,0.8377605867404112,529827200
2000-04-14,0.8405780792236328,0.8865980993290974,0.8189762894603527,0.8213241508886077,667620800
2000-04-17,0.9307409524917603,0.9312105349146842,0.8194460560662409,0.8227338854018789,409561600
2000-04-18,0.9532816410064697,0.9532816410064697,0.8969294530586879,0.9279233921741457,390924800
2000-04-19,0.9100779891014099,0.9786389037324656,0.8997466780008699,0.9481154555315044,520150400
2000-04-20,0.8931729197502136,0.9373147643271073,0.879554630273827,0.9293320649754652,722120000
2000-04-24,0.905382513999939,0.905382513999939,0.8621798364408527,0.8640580654318242,443620800
2000-04-25,0.9640820026397705,0.9673697821452009,0.9171227524937094,0.9175923349635001,391641600
2000-04-26,0.9114866852760315,0.9617335883883379,0.9016257595066732,0.9514022778610749,366912000
2000-04-27,0.9523416757583618,0.9542208076510844,0.8759151185372221,0.8804937720631482,326603200
2000-04-28,0.9321496486663818,0.9579775861412587,0.91148711811643,0.9551601917716307,249580800
2000-05-01,0.934027910232544,0.9401330835071343,0.9157139954757705,0.9382539513199536,226195200
2000-05-02,0.8856592178344727,0.9485853751221611,0.8828418233465293,0.9260445138347326,236432000
2000-05-03,0.8645275831222534,0.9110172331772388,0.8386997545398671,0.8936423874305905,489798400
2000-05-04,0.8316555023193359,0.8659364175189366,0.8307163376408099,0.8649972528404105,399515200
2000-05-05,0.8499701619148254,0.8621797017741144,0.8318901416694082,0.8325944648914284,284076800
2000-05-08,0.8274292349815369,0.8541961749764813,0.8264900705036397,0.8422213764583673,184900800
2000-05-09,0.7922094464302063,0.8358825135491769,0.7879833555082525,0.8288381759874768,327140800
2000-05-10,0.746189296245575,0.7889223918367247,0.7419623530511942,0.7818780549738852,535091200
2000-05-11,0.7724868655204773,0.7832877628976621,0.7438416353289593,0.7616860183016375,499744000
2000-05-12,0.8086459040641785,0.8302468431252422,0.7871611317139746,0.7964363614227504,306913600
2000-05-15,0.7588685154914856,0.811932876925263,0.7522937104122598,0.811932876925263,678932800
2000-05-16,0.7940876483917236,0.8194458968356455,0.7720171784862305,0.7852828542769409,440451200
2000-05-17,0.7616860866546631,0.7790608887607259,0.7541721652671977,0.7785913062927714,398092800
2000-05-18,0.7569901943206787,0.7884528125077538,0.7560510296553935,0.7738954090874878,373777600
2000-05-19,0.7062735557556152,0.745719670392034,0.7015770308203806,0.745719670392034,740667200
2000-05-22,0.6757494211196899,0.7043955038437999,0.6461650262410327,0.7043955038437999,755507200
2000-05-23,0.6447560787200928,0.7015769844516911,0.6433473821559346,0.6799761010569608,517585600
2000-05-24,0.6588442325592041,0.6743407553478327,0.6236241922870879,0.6475738016151207,678462400
2000-05-25,0.6556738018989563,0.6961768446598178,0.6461646875754488,0.6649490279836515,406750400
2000-05-26,0.6489821672439575,0.6752795752161661,0.6405299878742278,0.6611917067500973,181148800
