Price,Close,High,Low,Open,Volume
Ticker,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
Date,,,,,
2000-01-03,32.44917678833008,32.52403248768423,31.04940978028209,31.04940978028209,3528277
2000-01-04,31.169170379638672,32.78601502135275,30.839811923668353,32.48659824319791,3544397
2000-01-05,31.925193786621094,32.606363194965006,29.043315647834643,29.043315647834643,5849540
2000-01-06,33.25011444091797,34.41783408760732,32.18718621179522,32.18718621179522,10274966
2000-01-07,35.9149169921875,35.9149169921875,33.39982429238765,33.53456337034101,11477451
2000-01-10,38.75188064575195,38.789308497155766,37.12754944486459,38.774336164529544,8978430
2000-01-11,35.65291976928711,38.924037056758614,35.65291976928711,38.924037056758614,6303356
2000-01-12,35.967308044433594,36.828130630191126,34.283096679620606,35.92988317821557,4897855
2000-01-13,35.24871826171875,36.678430115233155,34.67234301222663,36.379013240109195,2952315
2000-01-14,35.78766632080078,36.37901088569689,34.88193256729046,35.17386325660237,5347397
2000-01-17,37.52426528930664,38.639590548940966,36.371518147814655,36.371518147814655,7738816
2000-01-18,37.127540588378906,37.801226852136146,36.685904563842115,37.57666575760408,4134762
2000-01-19,37.50181579589844,38.609655068896274,36.31912380668679,37.57667149227373,6371852
2000-01-20,35.28614044189453,37.42696330436674,34.971754263650844,37.42696330436674,2911586
2000-01-21,34.76215744018555,35.001690867005685,33.75911568561782,34.44777130756465,3633756
2000-01-24,31.98508071899414,35.31608170380414,31.98508071899414,34.43280356483087,5871546
2000-01-25,29.432554244995117,30.67512920222512,29.432554244995117,29.99395688762764,3684802
2000-01-26,29.432554244995117,29.432554244995117,29.432554244995117,29.432554244995117,0
2000-01-27,27.0821475982666,28.893614825135572,27.0821475982666,28.444489610975825,9020093
2000-01-28,26.22881507873535,27.24682928626585,25.20331470566676,25.600042737087065,13942903
2000-01-31,26.90250015258789,28.249869817707268,25.457819280590716,25.62249703361964,14875954
2000-02-01,26.24378776550293,27.68098272342726,25.764723772915424,26.93244355866826,6294485
2000-02-02,26.962379455566406,27.980393573926406,26.70039348629552,27.546240713167084,4676810
2000-02-03,26.550683975219727,27.20939791351669,26.460858940884542,26.94740897507933,2037576
2000-02-04,26.79022216796875,26.939930601824656,25.869519024957324,26.797708334702026,4201025
2000-02-07,26.618059158325195,27.321687332327535,26.251275717488372,26.662973180156207,2468149
2000-02-08,27.037227630615234,27.680969087900117,26.423424864217697,26.797694262233687,3504831
2000-02-09,27.49384307861328,28.743904446999807,27.246826462905375,27.84565706051092,4440835
2000-02-10,27.11208724975586,27.680976164946454,26.94740950697145,27.680976164946454,1445348
2000-02-11,25.412906646728516,27.666010035920028,25.008695427273302,27.53127395615544,4107804
2000-02-14,23.623899459838867,25.450336238103645,23.384367476006506,25.450336238103645,3657229
2000-02-15,24.821561813354492,25.30062726056575,23.354425278220756,23.66132678988308,5135881
2000-02-16,24.679338455200195,25.71980669771235,24.574542567364755,25.71980669771235,1652627
2000-02-17,24.90389633178711,25.749746458910234,24.492199024407785,24.701789270104562,1841955
2000-02-18,23.084949493408203,25.001211106052537,22.91278557368978,24.85150121183383,2747217
2000-02-21,24.9338436126709,24.9338436126709,22.456177517559738,22.456177517559738,3511793
2000-02-22,26.93243980407715,26.932439804077145,25.495245046508916,26.034195315718055,3318248
2000-02-23,25.158405303955078,29.04332314831808,24.888931638645495,28.42952309794907,6547748
2000-02-24,25.487762451171875,26.183901349730935,24.844017771463573,25.585070683577023,2448914
2000-02-25,27.38156509399414,27.531273502466327,24.933842300998485,26.116534257686638,4658556
2000-02-28,27.104604721069336,27.54624076741965,26.064135086174215,27.54624076741965,3399023
2000-02-29,24.941326141357422,27.456416888921108,24.941326141357422,26.95489746253169,4357555
