Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.38557434082031,35.2507003581886,26.76799662291043,28.908793360303974,855215656
2007-10-08,30.7276611328125,33.48011239976731,30.53450581530477,33.48011239976731,126671715
2007-10-09,32.82017135620117,33.109902182328575,29.085850801739035,30.74375909726689,116725709
2007-10-10,33.12600326538086,33.80204486122549,32.83627240041195,33.67327388987095,67931378
2007-10-11,36.828128814697266,38.63090483962656,32.83627042359523,38.63090483962656,106320954
2007-10-12,36.58668899536133,37.954866688520234,35.733590836431546,36.05551499952776,99410791
2007-10-15,37.06957244873047,37.56855748378243,36.74764830987459,37.34320884003308,41814972
2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
2007-10-17,44.03923034667969,45.069384896307255,34.15615607250487,36.69935789450386,204876259
2007-10-18,42.493995666503906,48.11157371603889,40.67512512935705,44.74746467056655,146617799
2007-10-19,42.34912872314453,44.07142361339064,40.24052314796228,41.52821960924905,110266491
2007-10-22,41.785770416259766,43.08956161430028,40.401493805880655,41.49603952407034,72253405
2007-10-23,44.76356887817383,45.1659741058401,42.81592495644339,42.81592495644339,74594921
2007-10-24,44.07143783569336,46.19613855575419,43.57245267609197,45.71324786056263,63055170
2007-10-25,43.97486114501953,45.00502046788635,38.84016772901857,42.574489816439545,34522489
2007-10-26,45.29472351074219,46.019052610392144,43.54023572281813,44.74745088890139,62370025
2007-10-29,46.21221923828125,47.322859209879695,45.80981408427824,46.03516271707007,43657697
2007-10-30,47.24237060546875,48.51396806843824,45.45568938830007,46.839965515976886,79921711
2007-10-31,48.224239349365234,49.28659145109542,47.322853656722835,47.48381569943575,44655368
2007-11-01,47.14579772949219,49.78557725311005,46.759491406331854,49.41536538935732,50632492
2007-11-02,47.9989013671875,48.28863660130121,45.0693906681138,45.43960694139779,32001693
2007-11-05,48.98077392578125,50.05922075170029,47.67697843783403,47.96671367940626,38833135
2007-11-06,49.624610900878906,52.76337079112563,48.94856943585847,49.8338606869537,81880281
2007-11-07,48.90028762817383,51.25033203328233,47.80574645821063,50.54210156630636,33593141
2007-11-08,48.06329345703125,49.36708906093631,47.00094536470238,47.644793751902014,27990521
2007-11-12,49.22221374511719,50.09141067873099,45.34302519784152,46.61462731065141,35153735
2007-11-13,50.397220611572266,51.41128048033411,48.46567634102615,50.05920211077642,43830531
2007-11-14,49.73728561401367,51.990754271646175,49.47974371903069,51.28251951841168,36738579
2007-11-15,50.57429504394531,51.45958640579601,49.624617109228,50.670870536869735,29242252
2007-11-16,50.220191955566406,51.36302120222308,49.640725733550724,50.34896077166654,18895294
2007-11-19,52.03903579711914,53.92229239505802,50.976688160525136,51.3629944072982,40716718
2007-11-20,51.23423767089844,53.278456775879775,50.60648386894239,51.829798186481646,26342171
2007-11-21,47.24237060546875,51.8458830827058,46.09953753148706,51.54005783451678,26814499
2007-11-22,45.61664581298828,48.642735206840506,43.63681388949391,46.74337992497075,34096185
2007-11-23,48.64275360107422,48.93248446615647,45.90639392798957,48.61056031242602,27664090
2007-11-26,49.02907943725586,50.445545402933526,48.64277291918606,50.445545402933526,20159123
2007-11-27,47.82182693481445,49.86604543816155,47.32284642520476,49.86604543816155,20573198
2007-11-28,47.11361312866211,49.09345031950269,46.79168895016785,48.86810164800627,16435311
2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
2007-11-30,47.61259078979492,47.902321631919094,46.0351634347852,46.67901169122798,18437721
2007-12-03,48.28862380981445,48.88418421518791,47.82183215972791,48.19204396856828,16851227
2007-12-04,47.660884857177734,49.01296812158914,47.30676739589132,48.610562907940036,14008727
2007-12-05,49.56022262573242,49.73728348966601,47.64477696838109,47.74135244589048,27725290
2007-12-06,48.64275360107422,51.39520336891929,48.01499975474952,50.638680734377566,24104710
2007-12-07,48.433494567871094,49.640710023717816,47.56430205948667,48.94857403564077,11742386
2007-12-10,48.481788635253906,49.077344791066345,47.85403482633609,48.90028826361544,8330010
2007-12-11,48.25642776489258,49.19000664520827,48.01498472517087,48.91637032691546,11685950
2007-12-12,48.224239349365234,48.658837737965094,47.322853656722835,47.64477774214867,16342131
2007-12-13,47.419437408447266,48.93248262045978,47.24238087712427,48.28863433728435,14620172
2007-12-14,46.952640533447266,47.69306859813399,46.71119745360107,47.25847018113583,10991851
2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
2007-12-18,43.92656326293945,45.391316482791034,42.558385547069484,43.62073355637107,21607783
2007-12-19,43.12174606323242,45.72933229096696,42.7515342009978,45.34302160301544,19526912
2007-12-20,42.6871337890625,44.039216392088434,42.493978507719675,43.68509910402222,17105204
2007-12-24,43.99095153808594,44.68308765362374,42.97688687532872,43.33100434753155,16711519
2007-12-26,45.32693099975586,45.87420379318257,44.23238977927809,44.23238977927809,20930094
2007-12-27,45.64885711669922,46.90436046401697,45.26254637919721,46.26051214576419,44565277
2007-12-28,46.00297927856445,46.19613466710652,45.069395628340516,45.55228191650753,18354518
2007-12-31,46.34099197387695,46.61462837525484,45.777624710136024,46.35709080123785,11982308
2008-01-01,47.194087982177734,47.62868643940786,46.14783453932308,46.5824329965532,16687746
2008-01-02,46.93655014038086,47.54820512236521,46.24441412480974,47.19408770130831,13437280
2008-01-03,48.868106842041016,49.06126224294266,46.08346327537005,46.64683064761351,31815218
2008-01-04,48.610557556152344,50.2201782335373,48.28863342067535,49.576329962583316,28011310
2008-01-07,48.20815658569336,49.31879232999904,47.693077050792105,48.30473208819789,15858063
2008-01-08,46.56633377075195,48.93247680341189,46.00296658994603,48.256435313169746,13282666
2008-01-09,45.82592010498047,46.82388601195265,45.713245760158756,46.61463615235602,13113527
2008-01-10,44.731380462646484,47.322873031129596,44.42555070973257,46.03517616223165,18023003
2008-01-11,45.40740966796875,45.8420081146276,43.62072813534356,45.343023095732086,11629440
2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
2008-01-15,44.699180603027344,47.033130835135736,44.328968680864655,46.83997982626895,11558334
2008-01-16,43.78169631958008,44.74746883987775,42.671060541063376,44.377256913705516,14834065
2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
2008-01-18,42.86420822143555,44.63479085737784,42.493991995365576,44.58649874693374,13254156
2008-01-21,35.57262420654297,42.49399282814056,30.9852032857848,42.49399282814056,33202389
2008-01-22,31.999265670776367,33.80204163201204,25.415915611941518,32.06365005870885,58755707
2008-01-23,35.57262420654297,36.94080172476575,32.51434504816264,32.51434504816264,28425991
2008-01-24,35.65310287475586,38.18020793778027,33.96300134657952,37.48807199475449,29911930
2008-01-25,37.488067626953125,37.66512411510669,35.97502278384706,37.34320005200962,12550722
2008-01-28,37.8904914855957,38.18022241270831,33.96301422267494,36.9730065777585,13601109
2008-01-29,37.262725830078125,38.53432785770337,36.699358616943584,37.987055104108244,7679877
2008-01-30,35.20241165161133,37.50416820518528,34.73561993737856,37.34320614736367,9016102
2008-01-31,32.900657653808594,35.669206320392696,32.51434909603098,35.572628635151304,41538563
2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
2008-02-05,36.90860366821289,37.39148978869355,35.08973348767737,35.86235040717146,14593303
2008-02-06,36.58668899536133,37.0212874888164,34.542471869613145,35.89455291797965,12429218
2008-02-07,34.86439895629883,37.32712032041163,34.63905245987241,36.08771131528413,11300078
2008-02-08,33.96300506591797,35.37947039042423,33.33525125444192,35.08973954142588,13514197
